Year,Month,Month_name,Day_of_week,Day_type,Mode,Pax_daily
2021,10,Oct,Wednesday,Normal Weekday,Train (Metropolitan),142550
2021,10,Oct,Wednesday,Normal Weekday,Bus (Regional),22850
2021,10,Oct,Wednesday,Normal Weekday,Train (Regional),12350
2021,10,Oct,Wednesday,Normal Weekday,Tram,110600
2021,11,Nov,Friday,Normal Weekday,Bus (Metropolitan),259250
2021,11,Nov,Friday,Normal Weekday,Train (Metropolitan),327900
2021,11,Nov,Friday,Normal Weekday,Bus (Regional),27600
2021,11,Nov,Friday,Normal Weekday,Train (Regional),25050
2021,11,Nov,Friday,Normal Weekday,Tram,286100
2021,11,Nov,Monday,Normal Weekday,Bus (Metropolitan),241750
2021,11,Nov,Monday,Normal Weekday,Train (Metropolitan),267600
2021,11,Nov,Monday,Normal Weekday,Bus (Regional),26650
2021,11,Nov,Monday,Normal Weekday,Train (Regional),21600
2021,11,Nov,Monday,Normal Weekday,Tram,232600
2021,11,Nov,Saturday,Weekend,Bus (Metropolitan),136750
2021,11,Nov,Saturday,Weekend,Train (Metropolitan),231700
2021,11,Nov,Saturday,Weekend,Bus (Regional),12050
2021,11,Nov,Saturday,Weekend,Train (Regional),16400
2021,11,Nov,Saturday,Weekend,Tram,203600
2021,11,Nov,Sunday,Weekend,Bus (Metropolitan),113600
2021,11,Nov,Sunday,Weekend,Train (Metropolitan),154650
2021,11,Nov,Sunday,Weekend,Bus (Regional),7100
2021,11,Nov,Sunday,Weekend,Train (Regional),11900
2021,11,Nov,Sunday,Weekend,Tram,154700
2021,11,Nov,Thursday,Normal Weekday,Bus (Metropolitan),265550
2021,11,Nov,Thursday,Normal Weekday,Train (Metropolitan),305550
2021,11,Nov,Thursday,Normal Weekday,Bus (Regional),29100
2021,11,Nov,Thursday,Normal Weekday,Train (Regional),23700
2021,11,Nov,Thursday,Normal Weekday,Tram,268800
2021,11,Nov,Tuesday,Normal Weekday,Bus (Metropolitan),265350
2021,11,Nov,Tuesday,Normal Weekday,Train (Metropolitan),310350
2021,11,Nov,Tuesday,Normal Weekday,Bus (Regional),28850
2021,11,Nov,Tuesday,Normal Weekday,Train (Regional),24550
2021,11,Nov,Tuesday,Normal Weekday,Tram,273650
2021,11,Nov,Wednesday,Normal Weekday,Bus (Metropolitan),247850
2021,11,Nov,Wednesday,Normal Weekday,Train (Metropolitan),286850
2021,11,Nov,Wednesday,Normal Weekday,Bus (Regional),27450
2021,11,Nov,Wednesday,Normal Weekday,Train (Regional),23050
2021,11,Nov,Wednesday,Normal Weekday,Tram,252450
2021,12,Dec,Friday,Normal Weekday,Bus (Metropolitan),267250
2021,12,Dec,Friday,Normal Weekday,Train (Metropolitan),392050
2021,12,Dec,Friday,Normal Weekday,Bus (Regional),26300
2021,12,Dec,Friday,Normal Weekday,Train (Regional),33850
2021,12,Dec,Friday,Normal Weekday,Tram,393450
2021,12,Dec,Friday,School Holiday Weekday,Bus (Metropolitan),132650
2021,12,Dec,Friday,School Holiday Weekday,Train (Metropolitan),199650
2021,12,Dec,Friday,School Holiday Weekday,Bus (Regional),15300
2021,12,Dec,Friday,School Holiday Weekday,Train (Regional),23350
2021,12,Dec,Friday,School Holiday Weekday,Tram,168650
2021,12,Dec,Monday,Normal Weekday,Bus (Metropolitan),243150
2021,12,Dec,Monday,Normal Weekday,Train (Metropolitan),308450
2021,12,Dec,Monday,Normal Weekday,Bus (Regional),24650
2021,12,Dec,Monday,Normal Weekday,Train (Regional),28150
2021,12,Dec,Monday,Normal Weekday,Tram,300950
2021,12,Dec,Monday,School Holiday Weekday,Bus (Metropolitan),223100
2021,12,Dec,Monday,School Holiday Weekday,Train (Metropolitan),296650
2021,12,Dec,Monday,School Holiday Weekday,Bus (Regional),21600
2021,12,Dec,Monday,School Holiday Weekday,Train (Regional),25950
2021,12,Dec,Monday,School Holiday Weekday,Tram,303000
2021,12,Dec,Saturday,Weekend,Bus (Metropolitan),150150
2021,12,Dec,Saturday,Weekend,Train (Metropolitan),240700
2021,12,Dec,Saturday,Weekend,Bus (Regional),13250
2021,12,Dec,Saturday,Weekend,Train (Regional),21350
2021,12,Dec,Saturday,Weekend,Tram,264300
2021,12,Dec,Sunday,Weekend,Bus (Metropolitan),112000
2021,12,Dec,Sunday,Weekend,Train (Metropolitan),181000
2021,12,Dec,Sunday,Weekend,Bus (Regional),7650
2021,12,Dec,Sunday,Weekend,Train (Regional),15400
2021,12,Dec,Sunday,Weekend,Tram,197750
2021,12,Dec,Thursday,Normal Weekday,Bus (Metropolitan),266300
2021,12,Dec,Thursday,Normal Weekday,Train (Metropolitan),372450
2021,12,Dec,Thursday,Normal Weekday,Bus (Regional),26700
2021,12,Dec,Thursday,Normal Weekday,Train (Regional),30850
2021,12,Dec,Thursday,Normal Weekday,Tram,346000
2021,12,Dec,Thursday,School Holiday Weekday,Bus (Metropolitan),178950
2021,12,Dec,Thursday,School Holiday Weekday,Train (Metropolitan),231200
2021,12,Dec,Thursday,School Holiday Weekday,Bus (Regional),19100
2021,12,Dec,Thursday,School Holiday Weekday,Train (Regional),25500
2021,12,Dec,Thursday,School Holiday Weekday,Tram,242500
2021,12,Dec,Tuesday,Normal Weekday,Bus (Metropolitan),252150
2021,12,Dec,Tuesday,Normal Weekday,Train (Metropolitan),360650
2021,12,Dec,Tuesday,Normal Weekday,Bus (Regional),24800
2021,12,Dec,Tuesday,Normal Weekday,Train (Regional),31100
2021,12,Dec,Tuesday,Normal Weekday,Tram,322950
2021,12,Dec,Tuesday,School Holiday Weekday,Bus (Metropolitan),224300
2021,12,Dec,Tuesday,School Holiday Weekday,Train (Metropolitan),308950
2021,12,Dec,Tuesday,School Holiday Weekday,Bus (Regional),22250
2021,12,Dec,Tuesday,School Holiday Weekday,Train (Regional),28850
2021,12,Dec,Tuesday,School Holiday Weekday,Tram,319550
2021,12,Dec,Wednesday,Normal Weekday,Bus (Metropolitan),259550
2021,12,Dec,Wednesday,Normal Weekday,Train (Metropolitan),370450
2021,12,Dec,Wednesday,Normal Weekday,Bus (Regional),26250
2021,12,Dec,Wednesday,Normal Weekday,Train (Regional),30150
2021,12,Dec,Wednesday,Normal Weekday,Tram,337650
2021,12,Dec,Wednesday,School Holiday Weekday,Bus (Metropolitan),189950
2021,12,Dec,Wednesday,School Holiday Weekday,Train (Metropolitan),258250
2021,12,Dec,Wednesday,School Holiday Weekday,Bus (Regional),20100
2021,12,Dec,Wednesday,School Holiday Weekday,Train (Regional),26200
2021,12,Dec,Wednesday,School Holiday Weekday,Tram,265850
2022,1,Jan,Friday,School Holiday Weekday,Bus (Metropolitan),154650
2022,1,Jan,Friday,School Holiday Weekday,Train (Metropolitan),200850
2022,1,Jan,Friday,School Holiday Weekday,Bus (Regional),19250
2022,1,Jan,Friday,School Holiday Weekday,Train (Regional),21150
2022,1,Jan,Friday,School Holiday Weekday,Tram,199400
2022,1,Jan,Monday,Normal Weekday,Bus (Metropolitan),200950
2022,1,Jan,Monday,Normal Weekday,Train (Metropolitan),230200
2022,1,Jan,Monday,Normal Weekday,Bus (Regional),22600
2022,1,Jan,Monday,Normal Weekday,Train (Regional),22950
2022,1,Jan,Monday,Normal Weekday,Tram,224100
2022,1,Jan,Monday,School Holiday Weekday,Bus (Metropolitan),158250
2022,1,Jan,Monday,School Holiday Weekday,Train (Metropolitan),195450
2022,1,Jan,Monday,School Holiday Weekday,Bus (Regional),18700
2022,1,Jan,Monday,School Holiday Weekday,Train (Regional),19150
2022,1,Jan,Monday,School Holiday Weekday,Tram,184000
2022,1,Jan,Saturday,Weekend,Bus (Metropolitan),109400
2022,1,Jan,Saturday,Weekend,Train (Metropolitan),168000
2022,1,Jan,Saturday,Weekend,Bus (Regional),11450
2022,1,Jan,Saturday,Weekend,Train (Regional),15250
2022,1,Jan,Saturday,Weekend,Tram,163650
2022,1,Jan,Sunday,Weekend,Bus (Metropolitan),81600
2022,1,Jan,Sunday,Weekend,Train (Metropolitan),126100
2022,1,Jan,Sunday,Weekend,Bus (Regional),6850
2022,1,Jan,Sunday,Weekend,Train (Regional),11650
2022,1,Jan,Sunday,Weekend,Tram,125400
2022,1,Jan,Thursday,School Holiday Weekday,Bus (Metropolitan),162450
2022,1,Jan,Thursday,School Holiday Weekday,Train (Metropolitan),204750
2022,1,Jan,Thursday,School Holiday Weekday,Bus (Regional),19800
2022,1,Jan,Thursday,School Holiday Weekday,Train (Regional),20300
2022,1,Jan,Thursday,School Holiday Weekday,Tram,199250
2022,1,Jan,Tuesday,School Holiday Weekday,Bus (Metropolitan),162550
2022,1,Jan,Tuesday,School Holiday Weekday,Train (Metropolitan),200950
2022,1,Jan,Tuesday,School Holiday Weekday,Bus (Regional),19400
2022,1,Jan,Tuesday,School Holiday Weekday,Train (Regional),20800
2022,1,Jan,Tuesday,School Holiday Weekday,Tram,199300
2022,1,Jan,Wednesday,School Holiday Weekday,Bus (Metropolitan),156500
2022,1,Jan,Wednesday,School Holiday Weekday,Train (Metropolitan),189450
2022,1,Jan,Wednesday,School Holiday Weekday,Bus (Regional),18450
2022,1,Jan,Wednesday,School Holiday Weekday,Train (Regional),20350
2022,1,Jan,Wednesday,School Holiday Weekday,Tram,193700
2022,2,Feb,Friday,Normal Weekday,Bus (Metropolitan),264450
2022,2,Feb,Friday,Normal Weekday,Train (Metropolitan),341000
2022,2,Feb,Friday,Normal Weekday,Bus (Regional),36250
2022,2,Feb,Friday,Normal Weekday,Train (Regional),28100
2022,2,Feb,Friday,Normal Weekday,Tram,331800
2022,2,Feb,Monday,Normal Weekday,Bus (Metropolitan),262600
2022,2,Feb,Monday,Normal Weekday,Train (Metropolitan),315800
2022,2,Feb,Monday,Normal Weekday,Bus (Regional),35800
2022,2,Feb,Monday,Normal Weekday,Train (Regional),27150
2022,2,Feb,Monday,Normal Weekday,Tram,301600
2022,2,Feb,Saturday,Weekend,Bus (Metropolitan),141900
2022,2,Feb,Saturday,Weekend,Train (Metropolitan),235400
2022,2,Feb,Saturday,Weekend,Bus (Regional),13050
2022,2,Feb,Saturday,Weekend,Train (Regional),19400
2022,2,Feb,Saturday,Weekend,Tram,262550
2022,2,Feb,Sunday,Weekend,Bus (Metropolitan),105000
2022,2,Feb,Sunday,Weekend,Train (Metropolitan),159850
2022,2,Feb,Sunday,Weekend,Bus (Regional),7500
2022,2,Feb,Sunday,Weekend,Train (Regional),14200
2022,2,Feb,Sunday,Weekend,Tram,185850
2022,2,Feb,Thursday,Normal Weekday,Bus (Metropolitan),264350
2022,2,Feb,Thursday,Normal Weekday,Train (Metropolitan),323700
2022,2,Feb,Thursday,Normal Weekday,Bus (Regional),37450
2022,2,Feb,Thursday,Normal Weekday,Train (Regional),26250
2022,2,Feb,Thursday,Normal Weekday,Tram,309700
2022,2,Feb,Tuesday,Normal Weekday,Bus (Metropolitan),253000
2022,2,Feb,Tuesday,Normal Weekday,Train (Metropolitan),303600
2022,2,Feb,Tuesday,Normal Weekday,Bus (Regional),35250
2022,2,Feb,Tuesday,Normal Weekday,Train (Regional),26050
2022,2,Feb,Tuesday,Normal Weekday,Tram,293850
2022,2,Feb,Wednesday,Normal Weekday,Bus (Metropolitan),260050
2022,2,Feb,Wednesday,Normal Weekday,Train (Metropolitan),316400
2022,2,Feb,Wednesday,Normal Weekday,Bus (Regional),36350
2022,2,Feb,Wednesday,Normal Weekday,Train (Regional),27500
2022,2,Feb,Wednesday,Normal Weekday,Tram,305150
2022,3,Mar,Friday,Normal Weekday,Bus (Metropolitan),323400
2022,3,Mar,Friday,Normal Weekday,Train (Metropolitan),450750
2022,3,Mar,Friday,Normal Weekday,Bus (Regional),36000
2022,3,Mar,Friday,Normal Weekday,Train (Regional),39750
2022,3,Mar,Friday,Normal Weekday,Tram,414100
2022,3,Mar,Monday,Normal Weekday,Bus (Metropolitan),319350
2022,3,Mar,Monday,Normal Weekday,Train (Metropolitan),397550
2022,3,Mar,Monday,Normal Weekday,Bus (Regional),35600
2022,3,Mar,Monday,Normal Weekday,Train (Regional),34800
2022,3,Mar,Monday,Normal Weekday,Tram,362900
2022,3,Mar,Saturday,Weekend,Bus (Metropolitan),147700
2022,3,Mar,Saturday,Weekend,Train (Metropolitan),315000
2022,3,Mar,Saturday,Weekend,Bus (Regional),13950
2022,3,Mar,Saturday,Weekend,Train (Regional),26500
2022,3,Mar,Saturday,Weekend,Tram,333500
2022,3,Mar,Sunday,Weekend,Bus (Metropolitan),124850
2022,3,Mar,Sunday,Weekend,Train (Metropolitan),226200
2022,3,Mar,Sunday,Weekend,Bus (Regional),8700
2022,3,Mar,Sunday,Weekend,Train (Regional),18750
2022,3,Mar,Sunday,Weekend,Tram,244000
2022,3,Mar,Thursday,Normal Weekday,Bus (Metropolitan),336850
2022,3,Mar,Thursday,Normal Weekday,Train (Metropolitan),486100
2022,3,Mar,Thursday,Normal Weekday,Bus (Regional),36550
2022,3,Mar,Thursday,Normal Weekday,Train (Regional),40500
2022,3,Mar,Thursday,Normal Weekday,Tram,432450
2022,3,Mar,Tuesday,Normal Weekday,Bus (Metropolitan),328450
2022,3,Mar,Tuesday,Normal Weekday,Train (Metropolitan),441600
2022,3,Mar,Tuesday,Normal Weekday,Bus (Regional),35600
2022,3,Mar,Tuesday,Normal Weekday,Train (Regional),37700
2022,3,Mar,Tuesday,Normal Weekday,Tram,404350
2022,3,Mar,Wednesday,Normal Weekday,Bus (Metropolitan),335900
2022,3,Mar,Wednesday,Normal Weekday,Train (Metropolitan),474500
2022,3,Mar,Wednesday,Normal Weekday,Bus (Regional),36050
2022,3,Mar,Wednesday,Normal Weekday,Train (Regional),40050
2022,3,Mar,Wednesday,Normal Weekday,Tram,427650
2022,4,Apr,Friday,Normal Weekday,Bus (Metropolitan),319050
2022,4,Apr,Friday,Normal Weekday,Train (Metropolitan),478100
2022,4,Apr,Friday,Normal Weekday,Bus (Regional),37050
2022,4,Apr,Friday,Normal Weekday,Train (Regional),35350
2022,4,Apr,Friday,Normal Weekday,Tram,404700
2022,4,Apr,Friday,School Holiday Weekday,Bus (Metropolitan),254700
2022,4,Apr,Friday,School Holiday Weekday,Train (Metropolitan),394800
2022,4,Apr,Friday,School Holiday Weekday,Bus (Regional),26800
2022,4,Apr,Friday,School Holiday Weekday,Train (Regional),36600
2022,4,Apr,Friday,School Holiday Weekday,Tram,347550
2022,4,Apr,Monday,Normal Weekday,Bus (Metropolitan),307700
2022,4,Apr,Monday,Normal Weekday,Train (Metropolitan),406150
2022,4,Apr,Monday,Normal Weekday,Bus (Regional),35150
2022,4,Apr,Monday,Normal Weekday,Train (Regional),22750
2022,4,Apr,Monday,Normal Weekday,Tram,350250
2022,4,Apr,Monday,School Holiday Weekday,Bus (Metropolitan),262900
2022,4,Apr,Monday,School Holiday Weekday,Train (Metropolitan),389750
2022,4,Apr,Monday,School Holiday Weekday,Bus (Regional),26650
2022,4,Apr,Monday,School Holiday Weekday,Train (Regional),33850
2022,4,Apr,Monday,School Holiday Weekday,Tram,350050
2022,4,Apr,Saturday,Weekend,Bus (Metropolitan),152900
2022,4,Apr,Saturday,Weekend,Train (Metropolitan),342750
2022,4,Apr,Saturday,Weekend,Bus (Regional),14500
2022,4,Apr,Saturday,Weekend,Train (Regional),23700
2022,4,Apr,Saturday,Weekend,Tram,337050
2022,4,Apr,Sunday,Weekend,Bus (Metropolitan),131100
2022,4,Apr,Sunday,Weekend,Train (Metropolitan),297050
2022,4,Apr,Sunday,Weekend,Bus (Regional),8800
2022,4,Apr,Sunday,Weekend,Train (Regional),21350
2022,4,Apr,Sunday,Weekend,Tram,257900
2022,4,Apr,Thursday,Normal Weekday,Bus (Metropolitan),341200
2022,4,Apr,Thursday,Normal Weekday,Train (Metropolitan),489050
2022,4,Apr,Thursday,Normal Weekday,Bus (Regional),39400
2022,4,Apr,Thursday,Normal Weekday,Train (Regional),41250
2022,4,Apr,Thursday,Normal Weekday,Tram,395400
2022,4,Apr,Thursday,School Holiday Weekday,Bus (Metropolitan),275450
2022,4,Apr,Thursday,School Holiday Weekday,Train (Metropolitan),414950
2022,4,Apr,Thursday,School Holiday Weekday,Bus (Regional),27450
2022,4,Apr,Thursday,School Holiday Weekday,Train (Regional),38900
2022,4,Apr,Thursday,School Holiday Weekday,Tram,368700
2022,4,Apr,Tuesday,Normal Weekday,Bus (Metropolitan),327650
2022,4,Apr,Tuesday,Normal Weekday,Train (Metropolitan),455750
2022,4,Apr,Tuesday,Normal Weekday,Bus (Regional),38050
2022,4,Apr,Tuesday,Normal Weekday,Train (Regional),38450
2022,4,Apr,Tuesday,Normal Weekday,Tram,382800
2022,4,Apr,Tuesday,School Holiday Weekday,Bus (Metropolitan),248050
2022,4,Apr,Tuesday,School Holiday Weekday,Train (Metropolitan),397000
2022,4,Apr,Tuesday,School Holiday Weekday,Bus (Regional),24750
2022,4,Apr,Tuesday,School Holiday Weekday,Train (Regional),37250
2022,4,Apr,Tuesday,School Holiday Weekday,Tram,343450
2022,4,Apr,Wednesday,Normal Weekday,Bus (Metropolitan),336150
2022,4,Apr,Wednesday,Normal Weekday,Train (Metropolitan),470850
2022,4,Apr,Wednesday,Normal Weekday,Bus (Regional),39650
2022,4,Apr,Wednesday,Normal Weekday,Train (Regional),40400
2022,4,Apr,Wednesday,Normal Weekday,Tram,400350
2022,4,Apr,Wednesday,School Holiday Weekday,Bus (Metropolitan),270100
2022,4,Apr,Wednesday,School Holiday Weekday,Train (Metropolitan),417900
2022,4,Apr,Wednesday,School Holiday Weekday,Bus (Regional),27600
2022,4,Apr,Wednesday,School Holiday Weekday,Train (Regional),39600
2022,4,Apr,Wednesday,School Holiday Weekday,Tram,374100
2022,5,May,Friday,Normal Weekday,Bus (Metropolitan),275450
2022,5,May,Friday,Normal Weekday,Train (Metropolitan),447700
2022,5,May,Friday,Normal Weekday,Bus (Regional),38100
2022,5,May,Friday,Normal Weekday,Train (Regional),36250
2022,5,May,Friday,Normal Weekday,Tram,361050
2022,5,May,Monday,Normal Weekday,Bus (Metropolitan),286200
2022,5,May,Monday,Normal Weekday,Train (Metropolitan),391150
2022,5,May,Monday,Normal Weekday,Bus (Regional),37000
2022,5,May,Monday,Normal Weekday,Train (Regional),33250
2022,5,May,Monday,Normal Weekday,Tram,309700
2022,5,May,Saturday,Weekend,Bus (Metropolitan),149250
2022,5,May,Saturday,Weekend,Train (Metropolitan),338050
2022,5,May,Saturday,Weekend,Bus (Regional),14050
2022,5,May,Saturday,Weekend,Train (Regional),22700
2022,5,May,Saturday,Weekend,Tram,316500
2022,5,May,Sunday,Weekend,Bus (Metropolitan),116250
2022,5,May,Sunday,Weekend,Train (Metropolitan),220300
2022,5,May,Sunday,Weekend,Bus (Regional),8300
2022,5,May,Sunday,Weekend,Train (Regional),15750
2022,5,May,Sunday,Weekend,Tram,234100
2022,5,May,Thursday,Normal Weekday,Bus (Metropolitan),313650
2022,5,May,Thursday,Normal Weekday,Train (Metropolitan),465650
2022,5,May,Thursday,Normal Weekday,Bus (Regional),38950
2022,5,May,Thursday,Normal Weekday,Train (Regional),36550
2022,5,May,Thursday,Normal Weekday,Tram,368550
2022,5,May,Tuesday,Normal Weekday,Bus (Metropolitan),309700
2022,5,May,Tuesday,Normal Weekday,Train (Metropolitan),459800
2022,5,May,Tuesday,Normal Weekday,Bus (Regional),38700
2022,5,May,Tuesday,Normal Weekday,Train (Regional),36950
2022,5,May,Tuesday,Normal Weekday,Tram,353200
2022,5,May,Wednesday,Normal Weekday,Bus (Metropolitan),316250
2022,5,May,Wednesday,Normal Weekday,Train (Metropolitan),465200
2022,5,May,Wednesday,Normal Weekday,Bus (Regional),39050
2022,5,May,Wednesday,Normal Weekday,Train (Regional),37600
2022,5,May,Wednesday,Normal Weekday,Tram,370350
2022,6,Jun,Friday,Normal Weekday,Bus (Metropolitan),276700
2022,6,Jun,Friday,Normal Weekday,Train (Metropolitan),453750
2022,6,Jun,Friday,Normal Weekday,Bus (Regional),33200
2022,6,Jun,Friday,Normal Weekday,Train (Regional),40500
2022,6,Jun,Friday,Normal Weekday,Tram,360450
2022,6,Jun,Monday,Normal Weekday,Bus (Metropolitan),271550
2022,6,Jun,Monday,Normal Weekday,Train (Metropolitan),371850
2022,6,Jun,Monday,Normal Weekday,Bus (Regional),32350
2022,6,Jun,Monday,Normal Weekday,Train (Regional),33550
2022,6,Jun,Monday,Normal Weekday,Tram,303900
2022,6,Jun,Monday,School Holiday Weekday,Bus (Metropolitan),231700
2022,6,Jun,Monday,School Holiday Weekday,Train (Metropolitan),353500
2022,6,Jun,Monday,School Holiday Weekday,Bus (Regional),24650
2022,6,Jun,Monday,School Holiday Weekday,Train (Regional),32000
2022,6,Jun,Monday,School Holiday Weekday,Tram,316350
2022,6,Jun,Saturday,Weekend,Bus (Metropolitan),154800
2022,6,Jun,Saturday,Weekend,Train (Metropolitan),302600
2022,6,Jun,Saturday,Weekend,Bus (Regional),13800
2022,6,Jun,Saturday,Weekend,Train (Regional),25300
2022,6,Jun,Saturday,Weekend,Tram,318150
2022,6,Jun,Sunday,Weekend,Bus (Metropolitan),112150
2022,6,Jun,Sunday,Weekend,Train (Metropolitan),197750
2022,6,Jun,Sunday,Weekend,Bus (Regional),7750
2022,6,Jun,Sunday,Weekend,Train (Regional),18050
2022,6,Jun,Sunday,Weekend,Tram,218200
2022,6,Jun,Thursday,Normal Weekday,Bus (Metropolitan),293250
2022,6,Jun,Thursday,Normal Weekday,Train (Metropolitan),461300
2022,6,Jun,Thursday,Normal Weekday,Bus (Regional),36250
2022,6,Jun,Thursday,Normal Weekday,Train (Regional),38150
2022,6,Jun,Thursday,Normal Weekday,Tram,354000
2022,6,Jun,Thursday,School Holiday Weekday,Bus (Metropolitan),261650
2022,6,Jun,Thursday,School Holiday Weekday,Train (Metropolitan),447650
2022,6,Jun,Thursday,School Holiday Weekday,Bus (Regional),27800
2022,6,Jun,Thursday,School Holiday Weekday,Train (Regional),40250
2022,6,Jun,Thursday,School Holiday Weekday,Tram,381650
2022,6,Jun,Tuesday,Normal Weekday,Bus (Metropolitan),280750
2022,6,Jun,Tuesday,Normal Weekday,Train (Metropolitan),420400
2022,6,Jun,Tuesday,Normal Weekday,Bus (Regional),33300
2022,6,Jun,Tuesday,Normal Weekday,Train (Regional),36750
2022,6,Jun,Tuesday,Normal Weekday,Tram,335950
2022,6,Jun,Tuesday,School Holiday Weekday,Bus (Metropolitan),256750
2022,6,Jun,Tuesday,School Holiday Weekday,Train (Metropolitan),421150
2022,6,Jun,Tuesday,School Holiday Weekday,Bus (Regional),26000
2022,6,Jun,Tuesday,School Holiday Weekday,Train (Regional),37750
2022,6,Jun,Tuesday,School Holiday Weekday,Tram,353950
2022,6,Jun,Wednesday,Normal Weekday,Bus (Metropolitan),276250
2022,6,Jun,Wednesday,Normal Weekday,Train (Metropolitan),425950
2022,6,Jun,Wednesday,Normal Weekday,Bus (Regional),33550
2022,6,Jun,Wednesday,Normal Weekday,Train (Regional),36700
2022,6,Jun,Wednesday,Normal Weekday,Tram,337800
2022,6,Jun,Wednesday,School Holiday Weekday,Bus (Metropolitan),256900
2022,6,Jun,Wednesday,School Holiday Weekday,Train (Metropolitan),434450
2022,6,Jun,Wednesday,School Holiday Weekday,Bus (Regional),26200
2022,6,Jun,Wednesday,School Holiday Weekday,Train (Regional),38750
2022,6,Jun,Wednesday,School Holiday Weekday,Tram,376450
2022,7,Jul,Friday,Normal Weekday,Bus (Metropolitan),297500
2022,7,Jul,Friday,Normal Weekday,Train (Metropolitan),438600
2022,7,Jul,Friday,Normal Weekday,Bus (Regional),36650
2022,7,Jul,Friday,Normal Weekday,Train (Regional),36750
2022,7,Jul,Friday,Normal Weekday,Tram,410250
2022,7,Jul,Friday,School Holiday Weekday,Bus (Metropolitan),234800
2022,7,Jul,Friday,School Holiday Weekday,Train (Metropolitan),400050
2022,7,Jul,Friday,School Holiday Weekday,Bus (Regional),24950
2022,7,Jul,Friday,School Holiday Weekday,Train (Regional),34300
2022,7,Jul,Friday,School Holiday Weekday,Tram,365550
2022,7,Jul,Monday,Normal Weekday,Bus (Metropolitan),279850
2022,7,Jul,Monday,Normal Weekday,Train (Metropolitan),367600
2022,7,Jul,Monday,Normal Weekday,Bus (Regional),33150
2022,7,Jul,Monday,Normal Weekday,Train (Regional),29900
2022,7,Jul,Monday,Normal Weekday,Tram,350900
2022,7,Jul,Monday,School Holiday Weekday,Bus (Metropolitan),239550
2022,7,Jul,Monday,School Holiday Weekday,Train (Metropolitan),370050
2022,7,Jul,Monday,School Holiday Weekday,Bus (Regional),25200
2022,7,Jul,Monday,School Holiday Weekday,Train (Regional),29100
2022,7,Jul,Monday,School Holiday Weekday,Tram,332350
2022,7,Jul,Saturday,Weekend,Bus (Metropolitan),155850
2022,7,Jul,Saturday,Weekend,Train (Metropolitan),301450
2022,7,Jul,Saturday,Weekend,Bus (Regional),15150
2022,7,Jul,Saturday,Weekend,Train (Regional),23900
2022,7,Jul,Saturday,Weekend,Tram,342900
2022,7,Jul,Sunday,Weekend,Bus (Metropolitan),119450
2022,7,Jul,Sunday,Weekend,Train (Metropolitan),234800
2022,7,Jul,Sunday,Weekend,Bus (Regional),9050
2022,7,Jul,Sunday,Weekend,Train (Regional),19050
2022,7,Jul,Sunday,Weekend,Tram,269450
2022,7,Jul,Thursday,Normal Weekday,Bus (Metropolitan),308450
2022,7,Jul,Thursday,Normal Weekday,Train (Metropolitan),430450
2022,7,Jul,Thursday,Normal Weekday,Bus (Regional),37850
2022,7,Jul,Thursday,Normal Weekday,Train (Regional),34650
2022,7,Jul,Thursday,Normal Weekday,Tram,405400
2022,7,Jul,Thursday,School Holiday Weekday,Bus (Metropolitan),261850
2022,7,Jul,Thursday,School Holiday Weekday,Train (Metropolitan),422400
2022,7,Jul,Thursday,School Holiday Weekday,Bus (Regional),28050
2022,7,Jul,Thursday,School Holiday Weekday,Train (Regional),32700
2022,7,Jul,Thursday,School Holiday Weekday,Tram,375350
2022,7,Jul,Tuesday,Normal Weekday,Bus (Metropolitan),297600
2022,7,Jul,Tuesday,Normal Weekday,Train (Metropolitan),439700
2022,7,Jul,Tuesday,Normal Weekday,Bus (Regional),36450
2022,7,Jul,Tuesday,Normal Weekday,Train (Regional),34900
2022,7,Jul,Tuesday,Normal Weekday,Tram,388600
2022,7,Jul,Tuesday,School Holiday Weekday,Bus (Metropolitan),258450
2022,7,Jul,Tuesday,School Holiday Weekday,Train (Metropolitan),414250
2022,7,Jul,Tuesday,School Holiday Weekday,Bus (Regional),27100
2022,7,Jul,Tuesday,School Holiday Weekday,Train (Regional),31000
2022,7,Jul,Tuesday,School Holiday Weekday,Tram,371900
2022,7,Jul,Wednesday,Normal Weekday,Bus (Metropolitan),303200
2022,7,Jul,Wednesday,Normal Weekday,Train (Metropolitan),431550
2022,7,Jul,Wednesday,Normal Weekday,Bus (Regional),36650
2022,7,Jul,Wednesday,Normal Weekday,Train (Regional),34150
2022,7,Jul,Wednesday,Normal Weekday,Tram,400300
2022,7,Jul,Wednesday,School Holiday Weekday,Bus (Metropolitan),267450
2022,7,Jul,Wednesday,School Holiday Weekday,Train (Metropolitan),435750
2022,7,Jul,Wednesday,School Holiday Weekday,Bus (Regional),27500
2022,7,Jul,Wednesday,School Holiday Weekday,Train (Regional),32850
2022,7,Jul,Wednesday,School Holiday Weekday,Tram,390550
2022,8,Aug,Friday,Normal Weekday,Bus (Metropolitan),306550
2022,8,Aug,Friday,Normal Weekday,Train (Metropolitan),460200
2022,8,Aug,Friday,Normal Weekday,Bus (Regional),34100
2022,8,Aug,Friday,Normal Weekday,Train (Regional),37800
2022,8,Aug,Friday,Normal Weekday,Tram,436450
2022,8,Aug,Monday,Normal Weekday,Bus (Metropolitan),293200
2022,8,Aug,Monday,Normal Weekday,Train (Metropolitan),395100
